timestamp,materialId,materialName,siteId,siteName,expectedConsumption,actualConsumption,deviation,hourOfDay,dayOfWeek,weather,projectType,siteActivityLevel,isAnomaly,anomalyType,anomalySeverity
2024-01-04T20:00:00Z,MAT007,Parpaings,SITE004,Chantier Ouest,0,0,0,20,4,cloudy,residential,low,1,THEFT,HIGH
2024-01-04T21:00:00Z,MAT005,Béton prêt à l'emploi,SITE005,Chantier Centre,0,0,0,21,4,rainy,commercial,low,0,NONE,NONE
2024-01-04T22:00:00Z,MAT002,Sable de construction,SITE003,Chantier Est,0,0,0,22,4,rainy,industrial,low,0,NONE,NONE
2024-01-04T23:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,0,0,23,4,snowy,industrial,low,1,OVER_CONSUMPTION,LOW
2024-01-05T00:00:00Z,MAT004,Acier de construction,SITE005,Chantier Centre,0,0,0,0,5,windy,commercial,low,0,NONE,NONE
2024-01-05T01:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,0,0,0,1,5,cloudy,residential,low,0,NONE,NONE
2024-01-05T02:00:00Z,MAT004,Acier de construction,SITE001,Chantier Nord,0,0,0,2,5,cloudy,residential,low,0,NONE,NONE
2024-01-05T03:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,0,0,0,3,5,stormy,residential,low,0,NONE,NONE
2024-01-05T04:00:00Z,MAT009,Isolant thermique,SITE002,Chantier Sud,0,0,0,4,5,sunny,commercial,low,1,WASTE,LOW
2024-01-05T05:00:00Z,MAT007,Parpaings,SITE005,Chantier Centre,0,0,0,5,5,cloudy,commercial,low,0,NONE,NONE
2024-01-05T06:00:00Z,MAT010,Plâtre,SITE004,Chantier Ouest,0,0,0,6,5,windy,residential,low,0,NONE,NONE
2024-01-05T07:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,17,16,-5.88,7,5,rainy,residential,medium,0,NONE,NONE
2024-01-05T08:00:00Z,MAT007,Parpaings,SITE002,Chantier Sud,39,40,2.56,8,5,snowy,commercial,high,0,NONE,NONE
2024-01-05T09:00:00Z,MAT007,Parpaings,SITE004,Chantier Ouest,30,30,0.0,9,5,windy,residential,high,0,NONE,NONE
2024-01-05T10:00:00Z,MAT006,Gravier,SITE003,Chantier Est,112,104,-7.14,10,5,snowy,industrial,high,0,NONE,NONE
2024-01-05T11:00:00Z,MAT007,Parpaings,SITE001,Chantier Nord,30,31,3.33,11,5,windy,residential,high,0,NONE,NONE
2024-01-05T12:00:00Z,MAT008,Tuiles,SITE003,Chantier Est,6,17,183.33,12,5,cloudy,industrial,medium,1,THEFT,HIGH
2024-01-05T13:00:00Z,MAT005,Béton prêt à l'emploi,SITE001,Chantier Nord,39,42,7.69,13,5,rainy,residential,high,0,NONE,NONE
2024-01-05T14:00:00Z,MAT001,Ciment Portland,SITE002,Chantier Sud,35,33,-5.71,14,5,snowy,commercial,high,0,NONE,NONE
2024-01-05T15:00:00Z,MAT009,Isolant thermique,SITE005,Chantier Centre,17,15,-11.76,15,5,cloudy,commercial,high,0,NONE,NONE
2024-01-05T16:00:00Z,MAT010,Plâtre,SITE003,Chantier Est,18,16,-11.11,16,5,rainy,industrial,high,0,NONE,NONE
2024-01-05T17:00:00Z,MAT001,Ciment Portland,SITE003,Chantier Est,7,9,28.57,17,5,sunny,industrial,medium,1,OVER_CONSUMPTION,LOW
2024-01-05T18:00:00Z,MAT003,Briques rouges,SITE005,Chantier Centre,0,0,0,18,5,sunny,commercial,low,0,NONE,NONE
2024-01-05T19:00:00Z,MAT005,Béton prêt à l'emploi,SITE004,Chantier Ouest,0,0,0,19,5,sunny,residential,low,0,NONE,NONE
2024-01-05T20:00:00Z,MAT005,Béton prêt à l'emploi,SITE002,Chantier Sud,0,0,0,20,5,cloudy,commercial,low,1,WASTE,LOW
2024-01-05T21:00:00Z,MAT003,Briques rouges,SITE001,Chantier Nord,0,0,0,21,5,snowy,residential,low,0,NONE,NONE
2024-01-05T22:00:00Z,MAT010,Plâtre,SITE001,Chantier Nord,0,0,0,22,5,rainy,residential,low,0,NONE,NONE
2024-01-05T23:00:00Z,MAT001,Ciment Portland,SITE004,Chantier Ouest,0,0,0,23,5,rainy,residential,low,0,NONE,NONE
2024-01-06T00:00:00Z,MAT003,Briques rouges,SITE003,Chantier Est,0,0,0,0,6,windy,industrial,low,0,NONE,NONE
2024-01-06T01:00:00Z,MAT004,Acier de construction,SITE003,Chantier Est,0,0,0,1,6,stormy,industrial,low,0,NONE,NONE
2024-01-06T02:00:00Z,MAT010,Plâtre,SITE005,Chantier Centre,0,0,0,2,6,snowy,commercial,low,0,NONE,NONE
2024-01-06T03:00:00Z,MAT008,Tuiles,SITE005,Chantier Centre,0,0,0,3,6,cloudy,commercial,low,0,NONE,NONE
2024-01-06T04:00:00Z,MAT010,Plâtre,SITE005,Chantier Centre,0,0,0,4,6,snowy,commercial,low,0,NONE,NONE
2024-01-06T05:00:00Z,MAT009,Isolant thermique,SITE001,Chantier Nord,0,0,0,5,6,stormy,residential,low,1,THEFT,MEDIUM
2024-01-06T06:00:00Z,MAT005,Béton prêt à l'emploi,SITE005,Chantier Centre,0,0,0,6,6,snowy,commercial,low,0,NONE,NONE
2024-01-06T07:00:00Z,MAT007,Parpaings,SITE005,Chantier Centre,8,8,0.0,7,6,sunny,commercial,medium,0,NONE,NONE
2024-01-06T08:00:00Z,MAT009,Isolant thermique,SITE003,Chantier Est,17,15,-11.76,8,6,cloudy,industrial,high,0,NONE,NONE
2024-01-06T09:00:00Z,MAT009,Isolant thermique,SITE003,Chantier Est,17,16,-5.88,9,6,cloudy,industrial,high,0,NONE,NONE
2024-01-06T10:00:00Z,MAT003,Briques rouges,SITE002,Chantier Sud,168,152,-9.52,10,6,snowy,commercial,high,0,NONE,NONE
2024-01-06T11:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,33,34,3.03,11,6,windy,industrial,high,0,NONE,NONE
2024-01-06T12:00:00Z,MAT004,Acier de construction,SITE004,Chantier Ouest,7,7,0.0,12,6,sunny,residential,medium,0,NONE,NONE
2024-01-06T13:00:00Z,MAT003,Briques rouges,SITE001,Chantier Nord,168,177,5.36,13,6,snowy,residential,high,0,NONE,NONE
2024-01-06T14:00:00Z,MAT001,Ciment Portland,SITE003,Chantier Est,32,33,3.12,14,6,rainy,industrial,high,0,NONE,NONE
2024-01-06T15:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,33,34,3.03,15,6,windy,industrial,high,0,NONE,NONE
2024-01-06T16:00:00Z,MAT001,Ciment Portland,SITE001,Chantier Nord,27,28,3.7,16,6,windy,residential,high,0,NONE,NONE
2024-01-06T17:00:00Z,MAT004,Acier de construction,SITE002,Chantier Sud,5,4,-20.0,17,6,rainy,commercial,medium,0,NONE,NONE
2024-01-06T18:00:00Z,MAT008,Tuiles,SITE001,Chantier Nord,0,0,0,18,6,snowy,residential,low,1,THEFT,HIGH
2024-01-06T19:00:00Z,MAT008,Tuiles,SITE002,Chantier Sud,0,0,0,19,6,stormy,commercial,low,0,NONE,NONE
2024-01-06T20:00:00Z,MAT005,Béton prêt à l'emploi,SITE005,Chantier Centre,0,0,0,20,6,snowy,commercial,low,1,THEFT,MEDIUM
2024-01-06T21:00:00Z,MAT002,Sable de construction,SITE005,Chantier Centre,0,0,0,21,6,snowy,commercial,low,0,NONE,NONE
2024-01-06T22:00:00Z,MAT003,Briques rouges,SITE001,Chantier Nord,0,0,0,22,6,rainy,residential,low,0,NONE,NONE
2024-01-06T23:00:00Z,MAT003,Briques rouges,SITE001,Chantier Nord,0,0,0,23,6,snowy,residential,low,0,NONE,NONE
2024-01-07T00:00:00Z,MAT006,Gravier,SITE004,Chantier Ouest,0,0,0,0,7,windy,residential,low,0,NONE,NONE
2024-01-07T01:00:00Z,MAT006,Gravier,SITE001,Chantier Nord,0,0,0,1,7,sunny,residential,low,1,WASTE,LOW
2024-01-07T02:00:00Z,MAT010,Plâtre,SITE002,Chantier Sud,0,0,0,2,7,sunny,commercial,low,0,NONE,NONE
2024-01-07T03:00:00Z,MAT004,Acier de construction,SITE005,Chantier Centre,0,0,0,3,7,sunny,commercial,low,0,NONE,NONE
2024-01-07T04:00:00Z,MAT001,Ciment Portland,SITE003,Chantier Est,0,0,0,4,7,windy,industrial,low,0,NONE,NONE
2024-01-07T05:00:00Z,MAT001,Ciment Portland,SITE003,Chantier Est,0,0,0,5,7,cloudy,industrial,low,0,NONE,NONE
2024-01-07T06:00:00Z,MAT002,Sable de construction,SITE003,Chantier Est,0,0,0,6,7,windy,industrial,low,0,NONE,NONE
2024-01-07T07:00:00Z,MAT009,Isolant thermique,SITE005,Chantier Centre,6,5,-16.67,7,7,rainy,commercial,medium,0,NONE,NONE
2024-01-07T08:00:00Z,MAT002,Sable de construction,SITE005,Chantier Centre,67,66,-1.49,8,7,stormy,commercial,high,0,NONE,NONE
2024-01-07T09:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,33,33,0.0,9,7,cloudy,industrial,high,0,NONE,NONE
2024-01-07T10:00:00Z,MAT010,Plâtre,SITE001,Chantier Nord,15,31,106.67,10,7,windy,residential,high,1,THEFT,HIGH
2024-01-07T11:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,39,35,-10.26,11,7,rainy,industrial,high,0,NONE,NONE
2024-01-07T12:00:00Z,MAT008,Tuiles,SITE004,Chantier Ouest,8,8,0.0,12,7,snowy,residential,medium,0,NONE,NONE
2024-01-07T13:00:00Z,MAT008,Tuiles,SITE003,Chantier Est,12,12,0.0,13,7,sunny,industrial,high,0,NONE,NONE
2024-01-07T14:00:00Z,MAT009,Isolant thermique,SITE005,Chantier Centre,17,16,-5.88,14,7,cloudy,commercial,high,0,NONE,NONE
2024-01-07T15:00:00Z,MAT006,Gravier,SITE004,Chantier Ouest,88,85,-3.41,15,7,cloudy,residential,high,0,NONE,NONE
2024-01-07T16:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,33,34,3.03,16,7,cloudy,industrial,high,0,NONE,NONE
2024-01-07T17:00:00Z,MAT006,Gravier,SITE003,Chantier Est,31,33,6.45,17,7,rainy,industrial,medium,0,NONE,NONE
2024-01-07T18:00:00Z,MAT007,Parpaings,SITE001,Chantier Nord,0,0,0,18,7,snowy,residential,low,0,NONE,NONE
2024-01-07T19:00:00Z,MAT005,Béton prêt à l'emploi,SITE004,Chantier Ouest,0,0,0,19,7,rainy,residential,low,1,THEFT,HIGH
2024-01-07T20:00:00Z,MAT006,Gravier,SITE005,Chantier Centre,0,0,0,20,7,windy,commercial,low,0,NONE,NONE
2024-01-07T21:00:00Z,MAT003,Briques rouges,SITE004,Chantier Ouest,0,0,0,21,7,windy,residential,low,0,NONE,NONE
2024-01-07T22:00:00Z,MAT005,Béton prêt à l'emploi,SITE001,Chantier Nord,0,0,0,22,7,sunny,residential,low,1,WASTE,MEDIUM
2024-01-07T23:00:00Z,MAT002,Sable de construction,SITE004,Chantier Ouest,0,0,0,23,7,sunny,residential,low,0,NONE,NONE
2024-01-08T00:00:00Z,MAT002,Sable de construction,SITE001,Chantier Nord,0,0,0,0,1,sunny,residential,low,0,NONE,NONE
2024-01-08T01:00:00Z,MAT007,Parpaings,SITE005,Chantier Centre,0,0,0,1,1,rainy,commercial,low,0,NONE,NONE
2024-01-08T02:00:00Z,MAT007,Parpaings,SITE001,Chantier Nord,0,0,0,2,1,snowy,residential,low,0,NONE,NONE
2024-01-08T03:00:00Z,MAT003,Briques rouges,SITE003,Chantier Est,0,0,0,3,1,stormy,industrial,low,0,NONE,NONE
2024-01-08T04:00:00Z,MAT003,Briques rouges,SITE003,Chantier Est,0,0,0,4,1,rainy,industrial,low,0,NONE,NONE
2024-01-08T05:00:00Z,MAT010,Plâtre,SITE003,Chantier Est,0,0,0,5,1,rainy,industrial,low,0,NONE,NONE
2024-01-08T06:00:00Z,MAT008,Tuiles,SITE003,Chantier Est,0,0,0,6,1,sunny,industrial,low,0,NONE,NONE
2024-01-08T07:00:00Z,MAT003,Briques rouges,SITE003,Chantier Est,46,46,0.0,7,1,rainy,industrial,medium,0,NONE,NONE
2024-01-08T08:00:00Z,MAT005,Béton prêt à l'emploi,SITE001,Chantier Nord,30,32,6.67,8,1,sunny,residential,high,0,NONE,NONE
2024-01-08T09:00:00Z,MAT008,Tuiles,SITE001,Chantier Nord,13,12,-7.69,9,1,windy,residential,high,0,NONE,NONE
2024-01-08T10:00:00Z,MAT006,Gravier,SITE005,Chantier Centre,88,92,4.55,10,1,cloudy,commercial,high,0,NONE,NONE
2024-01-08T11:00:00Z,MAT006,Gravier,SITE002,Chantier Sud,104,96,-7.69,11,1,rainy,commercial,high,0,NONE,NONE
2024-01-08T12:00:00Z,MAT002,Sable de construction,SITE003,Chantier Est,22,23,4.55,12,1,sunny,industrial,medium,0,NONE,NONE
2024-01-08T13:00:00Z,MAT001,Ciment Portland,SITE005,Chantier Centre,37,38,2.7,13,1,stormy,commercial,high,0,NONE,NONE
2024-01-08T14:00:00Z,MAT001,Ciment Portland,SITE005,Chantier Centre,37,34,-8.11,14,1,stormy,commercial,high,0,NONE,NONE
2024-01-08T15:00:00Z,MAT008,Tuiles,SITE001,Chantier Nord,16,17,6.25,15,1,snowy,residential,high,1,OVER_CONSUMPTION,LOW
2024-01-08T16:00:00Z,MAT009,Isolant thermique,SITE005,Chantier Centre,20,19,-5.0,16,1,rainy,commercial,high,0,NONE,NONE
2024-01-08T17:00:00Z,MAT005,Béton prêt à l'emploi,SITE004,Chantier Ouest,11,11,0.0,17,1,rainy,residential,medium,0,NONE,NONE
2024-01-08T18:00:00Z,MAT010,Plâtre,SITE003,Chantier Est,0,0,0,18,1,sunny,industrial,low,0,NONE,NONE
2024-01-08T19:00:00Z,MAT003,Briques rouges,SITE002,Chantier Sud,0,0,0,19,1,windy,commercial,low,0,NONE,NONE
2024-01-08T20:00:00Z,MAT003,Briques rouges,SITE001,Chantier Nord,0,0,0,20,1,windy,residential,low,0,NONE,NONE
2024-01-08T21:00:00Z,MAT004,Acier de construction,SITE004,Chantier Ouest,0,0,0,21,1,windy,residential,low,0,NONE,NONE
2024-01-08T22:00:00Z,MAT005,Béton prêt à l'emploi,SITE003,Chantier Est,0,0,0,22,1,rainy,industrial,low,1,THEFT,HIGH
